gene	log2FoldChange
Rasl10a	0.358332099
Rsg1	-0.574394423
Snn	-0.258549088
Snx3	-0.193986815
Spg11	-0.207897987
Spsb3	-0.184310403
Srcin1	-0.209378417
Srms	0.597223789
Stag3	-0.453104884
Taf4b	0.216161673
Wnt2b	0.592448249
Ydjc	0.4666008
Zbtb8a	-0.409345569
Irx5	0.183219779
Dnaja2	-0.168078607
Slc4a1ap	-0.25290628
Vps16	-0.184895406
Relb	-0.202661035
Gars	0.296776008
Wnt4	-0.216377398
E230015J15Rik	0.60210212
Mertk	0.183140779
Mrpl19	0.251981247
Rnf38	0.148871289
Sirt1	-0.21719983
Heatr6	0.279631421
2810403D21Rik	0.511399154
Ankrd26	0.40609205
Aph1c	0.365791827
Atg3	0.177087355
C1qa	0.583714795
Cbr3	0.246034617
Cdk7	-0.219937734
Cfdp1	0.176046086
Coq10b	-0.190673097
Cybrd1	0.441367273
D730003I15Rik	0.57108846
Ddx20	-0.261622486
Dse	0.253003571
Eif5	-0.202893045
Etaa1	0.375337649
Exosc9	0.339588787
Fam69a	-0.285203208
Fbxw11	-0.184791176
Fgfr1	-0.184189268
Glb1l2	-0.353899023
Gm2a	0.224666643
Gng4	0.484380083
Hps5	0.200121539
Hs2st1	0.199231115
Jak1	0.164723047
Kcnip2	0.580630528
Lcorl	-0.274298139
Leng9	-0.357293854
Lrp11	0.583554564
Lrrc32	0.458077903
Mppe1	0.391382858
Nfatc2	0.501593792
Nfic	-0.196234379
Pgd	0.183422362
Pick1	0.224521872
Prickle2	-0.172256197
Prkar1a	-0.157449466
Rab12	0.206825763
Rhno1	-0.255176979
Rsph3b	0.44899109
Slc18b1	0.361809576
Slc25a24	0.175597237
Tas1r2	-0.467192896
Tbce	-0.217761437
Tiam1	-0.156548062
Timm17a	0.246994956
Tnfsf12	-0.603128103
Usp49	0.286041335
Vps26a	-0.183328261
Zbtb4	0.186600853
Zc3h4	-0.186276829
Arhgap25	0.600776066
Crtc3	0.188943865
Dpp7	0.246002038
Gpr180	-0.371876661
Slc35f1	0.602103106
Sobp	0.602763033
Sprr2i	0.506448162
Tmem150a	-0.31217116
Tube1	0.579965159
Pcdhb17	-0.403841051
Raph1	-0.252283387
Snai3	0.459358296
Klhl18	-0.20189023
Nfx1	-0.167135212
Rbm45	0.231531145
Tmem167	0.292519713
Dhps	-0.193213753
Ndufc2	0.243072364
Nucks1	0.154005757
Ston2	-0.304584881
3632451O06Rik	0.406761165
Cox4i1	0.169435622
Dr1	0.192994772
Osbpl1a	-0.195493711
Bex1	-0.599920915
Brinp3	-0.59550969
Chchd1	0.287886466
Dolk	0.295858347
Fam115c	0.213283084
Prpf31	0.243447236
Sepn1	-0.249723219
Tars2	-0.227489151
Acot11	0.401855336
Hmgcr	-0.212038262
Srsf3	-0.158753399
Cma1	0.598746813
Col28a1	-0.577765696
Haus1	0.362152803
Rfk	-0.273752294
Rpl31-ps8	0.531262994
Tbc1d1	0.239937373
Gpatch3	-0.407253623
Grtp1	-0.596067355
Hsdl1	0.298773189
Slc39a10	0.183872178
Sp100	0.528809407
Tmem41a	0.432800649
Copb2	-0.151125681
Tpi1	0.19029497
Abhd14b	0.403121718
Mroh6	0.552120394
Ppp2r2a	-0.181653214
Crtc2	-0.163164514
Gfod2	0.31197673
Ncl	-0.18144856
Slc16a10	-0.242358886
Slk	-0.17445216
Bhlha15	-0.518758134
Rassf4	0.579674696
Sec11c	0.221010225
Slc7a5	0.252729075
1810024B03Rik	0.586674989
Fbxl21	0.585903071
Rnf5	0.283069366
Jazf1	-0.402562801
Mars2	-0.296666682
Zmynd8	0.217307397
Cox7b	0.270410335
Hddc3	0.44989998
Trim27	-0.186463834
Aph1a	0.16603729
Camk2b	0.576901797
Csk	-0.173061689
Tcea3	-0.44113649
Gpr125	-0.148504589
Scn1b	0.280041385
Ctage5	0.164388821
Rbmx	-0.178932607
2700073G19Rik	0.379238666
Col16a1	-0.245079016
Grik4	-0.587197185
Trim37	0.215598948
Zfp408	0.23887498
Pex11b	0.274441399
Sgpl1	-0.175191056
Vdac3	0.20371759
Itgb5	-0.163244591
Tctex1d2	0.339024313
4930599N23Rik	-0.588588384
Arl4d	0.272948385
Ccny	0.170553343
Cpne5	0.558642693
H2afj	0.267001852
Mfsd7c	0.468886315
Mtap7d3	0.591364088
Parp8	-0.22341794
Rnf222	-0.43597841
Srsf10	-0.179973212
Tmem60	-0.302559339
Xxylt1	0.285140891
Dars	0.198416881
Ebpl	0.372944567
Grhpr	0.328433811
Psmd6	0.174660271
Slc36a1	0.342086401
Tcirg1	-0.185860425
Tmed3	0.225651493
Xpnpep2	0.585941652
Bpifc	0.517836688
Trim62	-0.240238169
Banf1	0.188820692
Tm2d3	0.375618
Gm17096	-0.456592002
AW209491	0.363325028
Arhgap19	0.405596233
Atg13	0.201587185
Dpagt1	0.302312149
Emc1	0.196364879
Hcls1	0.581911703
Il20ra	0.561732958
Pcdhga9	-0.152004705
Ptx3	0.569945934
Rbm12b2	0.285972357
Rplp1	0.147919603
Ruvbl1	-0.208651767
Slc12a2	0.181452316
Tbc1d13	-0.258995515
Tbca	0.194689779
Ttc28	0.207599311
Zfp109	-0.588290458
Fbxl17	0.170066075
Rai14	-0.180197724
Sec31a	-0.135746428
U2surp	-0.194885237
Nop16	-0.204682521
Cenpc1	-0.214398018
Cntnap1	0.310331761
Mras	-0.277066705
Rsl1	0.516729125
Zfp456	0.574244036
St6galnac2	-0.422467806
Tmem246	0.285323518
Ptpn4	-0.250977815
Zfp2	-0.438968964
Smc5	-0.182588753
Aurka	0.515335512
Park7	0.221001798
Wdr46	-0.199316844
Mafg	-0.184063837
Neurl1a	0.553583153
Gm15800	-0.182928674
Parp10	0.244524391
Nln	0.222799289
C330007P06Rik	0.169700349
Crk	-0.158192462
Gm23008	-0.569944082
Rbak	0.270866748
Rpap2	0.328586832
Ttll1	-0.40907278
Zbtb16	0.273311701
Gnl2	-0.179840656
Srcap	-0.151078172
Axin1	-0.159390789
Ccs	0.209281705
Dcaf8	0.15083917
Rpl23	0.149018879
Unc119b	-0.188297471
Rgs1	0.582173073
Rplp0	0.141049963
Clp1	-0.20357074
Elmod3	0.280326257
Lzic	0.251544219
Tada3	-0.220672454
Zfp759	0.582961209
Dctn1	-0.164406607
Hykk	-0.578929701
Dab1	0.547393536
Mdm2	-0.156340446
Serpinh1	0.147285123
Zdhhc18	-0.21574954
Cyb5d2	-0.511413505
Evc2	0.180922398
Cdsn	-0.490342564
Ist1	-0.161985516
Nfkbia	-0.181185621
Eif2ak4	-0.216870506
Mapk1ip1l	-0.195507362
Ppil3	0.332690846
Ppil6	0.523316424
Artn	0.555637134
Dchs1	0.562929165
Exoc6	-0.335767334
Gadl1	0.571227425
Ift52	0.227137852
Nol8	-0.221650605
Ptdss2	0.363674481
2810008D09Rik	0.267766734
AA415398	-0.350043652
Abcf3	-0.176957031
Akap17b	-0.462202606
Aqp1	0.494106819
Arid1b	-0.142064717
Atg16l1	0.191846011
Bmp1	0.191769933
Cadm3	-0.554312813
Catsperg1	0.532748566
Cd3eap	-0.204460957
Cdadc1	-0.268834979
Cdc37l1	-0.195938651
Cdc5l	-0.167411008
Cebpg	-0.19436813
Coa3	-0.34663464
Cp	-0.501069803
Ddr2	0.278822099
Dpp9	0.198690328
Edem1	-0.201009258
Efna4	0.284948305
Egln3	0.297017461
Eif3b	-0.149009731
Fam195a	0.477943057
Fam3c	-0.282806377
Gemin2	0.396282519
Gins1	0.491327403
Gm10615	0.550994544
Gnaq	0.15257182
Gpr21	0.577933862
Hid1	-0.307884287
Hoxa4	0.553249846
Hoxb9	-0.201543405
Impg2	0.567820256
Jrkl	-0.373971099
Kif26a	0.340547815
Krit1	-0.185818288
Ndrg3	-0.209713654
Ngfrap1	0.194153529
P2ry2	0.42334256
Pag1	-0.266377352
Pdzd8	-0.170725724
Phyhip	0.199660563
Ppm1d	0.174839316
Ppp3cc	0.364755439
Qk	-0.156991212
Rabl6	-0.160162267
Rasa4	0.469590065
Rbm26	0.159587036
Rps17	0.141513003
Sec14l4	0.263198136
Sh3bgrl3	0.208117297
Slc1a1	0.341927349
Slc2a6	0.554918274
Smim11	0.271276153
Snora62	-0.548711849
Snora74a	0.555487673
Snrpa1	-0.171656423
St3gal3	0.438379474
Stxbp1	0.287554367
Usp9x	-0.175195148
Zfp40	-0.472497665
Zfp488	0.232610015
Zfp949	0.542682286
Zranb2	0.170799205
Hexa	0.233413136
Mmaa	0.250884706
Panx3	-0.555179549
Sssca1	0.271139081
Atp5g2	0.161130144
D3Ertd751e	-0.460331581
Rdh14	-0.370306918
Rgs16	-0.347278179
Stip1	-0.16165658
Zbp1	0.545838291
Espn	0.40744661
Metrn	0.532302006
Zfp944	0.467281105
Gba2	0.330134477
Cad	0.185800382
4931414P19Rik	0.467279036
Anapc13	0.229555999
Araf	0.18349967
Atf1	-0.180253634
Daxx	-0.189107786
Dnajc28	-0.521286623
Dynll1	-0.167412648
Ficd	-0.441068353
Gm15050	0.560613861
Gm15337	-0.570201233
Kat2a	0.200751898
Micu1	-0.175438773
Mrps34	0.218466517
N4bp2l2	-0.157017106
Nptx2	-0.4023943
Pdzd11	0.336375951
Psmd13	0.167504268
Rab3il1	0.441993589
Rpl35	0.170628021
Senp6	-0.171531213
Serpinb5	-0.188633466
Skint9	0.367562659
Slc8b1	0.233871459
Trmt6	0.212497982
Wls	0.167271039
Yipf3	-0.173275704
Zfp457	0.567562024
Pfdn2	-0.162161413
Entpd6	0.402034173
Hfe	0.541492323
Slc31a1	0.184209974
Sugp1	0.196855086
Thada	-0.244465002
Adamts14	0.554512419
Tesc	0.532346793
Erg	0.526550072
Fam83d	-0.253443045
Fgd3	0.533886761
Lancl3	0.532503325
Scara5	0.350013827
Eef1e1	-0.220875399
Thap4	-0.193684455
Htr1d	-0.531928756
Inpp5k	-0.193749192
Ttc19	-0.213660722
Aqr	0.192758733
Ccng2	0.194732999
Klhl25	0.332881901
Cachd1	-0.183319712
Fam102a	-0.176566993
Nudt14	0.310373677
P2rx7	0.248402323
Slc2a5	0.433345674
Snx10	0.28099059
Tdp1	0.280357683
Tyw5	0.361373259
Rnf11	0.192369983
Gm8923	0.467431762
Pole3	0.200619181
Snx11	-0.196914428
AA987161	0.349874993
Eif2b2	-0.207555146
Gm26397	-0.564975688
Lhfp	-0.281994839
Myo7a	0.438246582
Plp2	0.15921255
Zfp865	-0.244572028
Camk2n2	0.42756394
Efna1	-0.15921798
Hars2	0.206029408
Lrrk1	0.223188305
Nr2c1	-0.325788063
Slc6a4	0.247243017
AU041133	0.555258451
Ajuba	-0.187940956
Alkbh7	0.473220216
Apbb2	-0.165846845
Atp10b	0.402913643
Atp5e	0.177106723
Atxn2	-0.180661621
B4galnt1	0.205004012
BC037032	0.562941206
Brd7	-0.1869294
Cd99l2	0.201230328
Cebpz	-0.201169255
Chn2	-0.464607258
Cryl1	0.277411115
Csnk2a2	0.17868776
Cyb5r3	-0.140726797
Eif2a	0.171209754
Eif3m	0.161914669
Eif4a-ps4	0.361221518
Emid1	0.398334244
Evl	0.219943267
F3	0.2323291
Fam83b	-0.228286411
Fbxo28	-0.224495393
Flad1	0.349558096
Gm16586	0.178105018
Gm26802	-0.542078751
Hoxa5	0.234245585
Hs3st3b1	-0.32382092
Hspb6	0.330551448
Itgav	0.185573158
Kcnc4	-0.28587569
Lce1a1	0.416627555
Lgals7	0.177313621
Mapt	-0.513105377
Matr3	-0.155060805
Mllt3	0.220081222
Numb	-0.173413295
Orc1	0.537183944
Pgs1	-0.152678651
Ppid	-0.162345963
Ppif	-0.393835998
Ppm1m	-0.241071523
Prox1	0.549951857
Riok1	-0.181788748
Rnf43	0.220564395
Rsph3a	0.418926551
Samd12	0.45439056
Skap2	-0.162155858
Skil	-0.151585701
Tceb2	0.16372817
Tmem120b	0.233171639
Tmem38a	-0.268788017
Txn2	0.15686697
Uba5	-0.184284978
Ubtd2	-0.245239672
Zbtb26	0.438194524
Zic1	0.559975495
Timmdc1	0.293044597
Smap1	-0.19876592
Kpna6	-0.161525077
Adpgk	0.249353107
Bcl6b	-0.345167584
Gpr4	0.494915518
Sft2d1	0.183490395
Ttll10	-0.314133261
Vps36	0.165904534
4921536K21Rik	-0.359905174
Ano8	0.275110751
Crls1	0.231472322
Dock3	0.559142257
Gnai2	0.148068281
Kctd21	-0.370597609
Ldhb	-0.207852579
Noxo1	0.344536744
Pde4a	0.44424607
Psme4	-0.178758828
Rab22a	-0.173451771
Rpl38	0.168940376
Selm	0.321477965
Slc35b3	-0.239506376
Sri	0.221310421
Stox2	0.174281375
Sucla2	0.185273194
Tcf7l1	-0.19839972
Tmed7	0.15533636
Tmem30a	-0.145987796
Tnni3	0.46058817
Trim25	0.195230808
Ufd1l	0.162762412
Vps13d	0.155337797
Vwa8	-0.167420042
Wasf1	0.473705571
Zscan2	-0.4752015
Aatf	-0.181996772
Ccdc61	0.295699972
Ehmt2	0.172809267
Gm14326	0.362303141
Hip1r	-0.197245505
Pabpc4	-0.161368609
Sec24b	-0.161984567
Tjp3	-0.353861459
Nsun5	-0.248496901
Trappc11	-0.171103211
Rab5b	-0.144553637
1700056N10Rik	0.477877197
Dcakd	0.272126997
Ppfia4	-0.533572094
Zfp180	0.164900885
Acd	0.241588059
Arpc5l	-0.173842688
Bbs1	-0.343462816
Nans	0.258185709
Tomm40l	0.236919291
Tln2	0.230151517
Snrk	0.168325675
Btbd1	0.1985996
Dnajc25	-0.261881145
E130208F15Rik	-0.546188074
Fam63b	0.20313026
Rpl7a	0.140325524
Sco1	0.215968665
Tfpt	0.259997774
Wdr7	-0.20052787
Acta2	-0.238363812
Atic	-0.165590537
Atp6v1c1	0.17604503
Cdh2	0.52675793
Cdk11b	-0.138415076
Cnpy2	0.254823098
Herc6	0.43365389
Itm2c	0.145915669
Josd2	0.244156068
Rpl35a	0.151042542
Slc35e1	-0.152033594
Tvp23b	0.200620602
Vma21	0.216222709
Gm26448	0.499059774
Iglon5	0.552318277
Ncmap	0.552711019
Rtn4	-0.168573096
2-Sep	-0.138618848
Tet2	-0.160031202
Fam134c	0.150097177
Agpat1	0.227511061
Aifm1	-0.217454843
Aldh1a2	-0.543077923
Aldh1l2	0.543126809
Ap4b1	-0.274130178
Apobr	0.493129832
Arfgap2	-0.136780228
Atp6v1a	-0.149832701
Bckdhb	0.200974878
Cacul1	-0.143390243
Caskin2	-0.178750593
Ccl28	-0.543486269
Celf1	-0.143125898
Cep290	-0.232034338
Ctdnep1	0.17205573
Dtx4	-0.511913667
E330020D12Rik	-0.540629765
Edc4	-0.179644733
Fam65a	-0.175753706
Fbxo36	0.40501485
Foxk1	-0.15655504
Glb1l	0.348283477
Gm12481	0.478889727
Gm15051	-0.53668482
Gm26826	0.519294362
Gpr116	-0.430761763
Hbb-bs	0.543498499
Hccs	0.198285269
Hdc	-0.401131029
Ints8	-0.187934729
Irf3	-0.14923132
Irf5	0.188664099
Jagn1	0.226312086
Kif9	0.341128053
Letm1	-0.158746129
Lphn1	0.173481356
Lrrn3	-0.221054077
Magi1	0.157405244
Mapkbp1	-0.226202702
Mb21d2	-0.165935917
Med20	-0.179772042
Mir3058	-0.548373843
Ndfip2	0.164344662
Neto2	0.48535035
Pacrgl	0.401113063
Pdha1	-0.157253432
Pex10	0.390753618
Pomt1	0.314024229
Ppie	0.185119668
Prdm10	0.223195283
Prr24	0.210253892
Ptgir	-0.422302374
Ptrh2	-0.317315593
Rasa3	0.332014761
Rbbp9	0.263160007
Rcor3	0.220605667
Rpl13a	0.145111651
Rybp	-0.155179773
Slc26a6	0.41937307
Slc26a7	-0.498392918
Spcs2	0.17992329
Srp68	-0.155537731
Taf1	-0.155894503
Tcp11l2	-0.270500858
Tex30	-0.213512169
Tfam	0.21912114
Tmem194b	0.437253385
Tmem209	0.215329468
Tpcn2	-0.275650996
Traf6	-0.1703517
Tsnax	0.199108748
Ttc5	0.227403217
Tulp3	0.197177474
Ube4b	-0.187570972
Ubr2	-0.179162577
Yipf6	-0.176842487
Zfp746	-0.204955671
Zscan26	0.179747635
Kpna1	-0.175785822
Derl2	0.192003653
Gna15	0.239868359
Map3k13	-0.545951189
Tigd3	0.484848852
Gm9958	0.519272004
Lsm11	-0.217450756
Ttl	-0.204667645
Zcchc9	0.224320666
Grk6	-0.185161389
3110009E18Rik	-0.440464426
AI464131	0.428639822
Bcl2l1	0.249910444
C1ra	0.337121321
Ccdc28b	-0.330250816
Ehd3	-0.452620513
Eif6	-0.198367184
H2-Q2	0.540456964
Hgs	-0.176043898
Lysmd4	0.303129771
Mrpl13	0.182765664
Nucb1	-0.126143404
Phldb3	-0.179535121
Rpl18a	0.137454255
Sfi1	-0.224287438
Sh3bp4	-0.179004944
Tmem106b	-0.197854153
Tmem179b	0.290200913
Me3	0.398995313
Gm12070	0.463727306
Pnpt1	0.23443683
Bai2	0.219871673
Gid4	0.163286828
Srrm1	-0.1430779
Adprm	0.31696216
Gm6548	0.439778607
Gsn	-0.125902854
Tmem183a	-0.161336716
Athl1	0.209084146
E130311K13Rik	0.456684977
Gm20204	0.200817249
4921524J17Rik	-0.228505294
Clint1	-0.182161276
Galnt3	-0.203132278
Pou2f3	0.312190003
Sh3pxd2a	-0.147888072
Skint10	0.541474266
Tfip11	0.149582058
Thbd	0.342240387
Topors	0.150447084
Yipf4	0.191895142
Zfp317	-0.26922947
Bet1	0.265417659
C2cd2l	-0.231557322
Fzd4	0.330546621
Gltscr1	-0.221187506
Gm15344	0.391472031
Gm16098	0.36442341
Grina	0.133677507
Kpna3	-0.1643489
Lrrc49	-0.231972988
Parp6	0.205048796
Ppp1r16a	0.167497432
Prkd3	-0.17881415
Serpinb7	0.371353334
Tmem119	0.489002866
Zcchc2	-0.166329035
Zfp324	-0.49160186
8430419L09Rik	0.366973222
Abca1	-0.140508204
Calr3	-0.340360018
Csf2rb2	0.381776997
Dbt	-0.227385084
Fam189b	0.275366972
Jpx	0.538719064
Kdm5c	-0.198564219
Med12	-0.166372011
Mfsd12	-0.270255209
Mgst2	0.465702107
Plscr1	0.495606512
Sec22a	-0.256375982
Snrnp48	-0.178211869
Telo2	-0.302955445
Ube2j2	-0.153922972
Zfp335	-0.199715999
Fam219b	0.257639723
Gm5069	0.509632025
Taf8	0.194553475
Ccdc91	-0.206312168
Spen	-0.151526261
Zmynd10	-0.527270271
Gm7008	0.460831014
Pdcd5	0.212891151
Phtf1	0.200347037
Syt12	0.473682369
Zbtb41	0.173971738
Akap13	0.235476317
Nod1	0.282106501
Rsad1	0.40567187
Actg2	0.484167917
C1qtnf6	0.467003553
Cacna1g	0.365808635
Darc	0.449425252
Fbxl16	0.513704138
Gm26586	-0.534440349
Kirrel	-0.183957977
Tfb2m	0.183038166
Ak1	0.218421252
Slc52a3	0.33573
Eif2ak1	-0.213483864
Ctla2a	0.475265086
Jam3	0.53437302
Nek1	0.189215475
Nos3	0.472302511
Mrps25	0.239741196
Pgm2	0.25923743
Arl5c	0.423772269
B230216N24Rik	0.357083759
Chst15	0.272022351
Cyb561	0.221127738
Gm10501	-0.528672669
Gprc5c	0.321962736
Gyg	0.373649378
Ints10	-0.204928767
Mmp3	0.488240759
Ncstn	0.168623405
Pi4ka	-0.165575546
Rassf8	0.185472573
Rnf19b	-0.218917601
Sh3rf3	0.533712484
Suclg2	0.159070065
Zfp111	0.328478738
Dffb	-0.315888622
A730011C13Rik	-0.465413088
Abcc10	-0.258008669
Agap3	-0.157048154
Atg12	-0.179693512
Capza1	-0.155715359
Cpeb3	-0.246036577
Cuta	0.241360349
Cyth2	-0.14014179
Gdpd5	-0.23655596
Glt1d1	0.462761204
Gm9905	0.528031604
Gpr137	-0.198299191
Hars	-0.147805863
Htra2	0.29770511
Ifitm5	0.531875551
Lamtor2	0.231281926
Lrfn1	0.418293904
Mier1	-0.158146249
Naa15	-0.153190012
Ndst2	0.246370646
Nrip1	0.157772769
Pdzd7	0.483604839
Pim2	0.233339446
Prkra	0.251360242
Rab7	-0.151084742
Rffl	-0.249640468
Sbds	-0.176320153
Snhg4	0.233552225
Strn	-0.157415451
Tchh	0.236464093
Tfap2e	0.232173086
Tgds	0.347847902
Tipin	0.262212303
Tmem184c	0.264027783
Tmem47	0.306614553
Tnfrsf25	0.425084548
Ttc17	-0.159776507
Ubfd1	-0.196693933
Ywhag	-0.18390861
Cops3	-0.159239743
Timm22	0.263957133
2010109I03Rik	-0.449097023
2610019E17Rik	-0.315312369
4921507P07Rik	-0.497928644
Acbd5	0.161077383
Adssl1	-0.486832358
Akap8l	0.155260561
Angptl6	0.508402979
Anpep	0.277118466
Arl4c	0.176250721
B3galt6	-0.295933197
BC005561	0.205315114
Bscl2	0.193934972
Bzw2	0.198198877
C130021I20Rik	-0.432384412
Cage1	-0.486633057
Ccdc142	0.425645588
Coa5	0.195028124
Crebbp	-0.166776251
Csnk1d	-0.140070384
Cxcl14	-0.244066325
Dcaf4	0.196093084
Elac2	-0.167032348
Epg5	-0.17799707
Eya1	-0.432855241
Fam199x	0.21298365
Fam57b	0.454570892
Fkbp2	0.198572275
Gadd45b	0.188696376
Gm10053	-0.419879725
Gm20705	-0.526473204
Gmip	-0.192657485
Gsto2	0.4532668
Gtf3c3	0.28570353
Hdgf	-0.139163586
Hexdc	0.261948928
Hmgxb3	-0.17912158
Homer2	0.222186503
Hyls1	-0.332185597
Hypk	-0.288468703
Id4	-0.151295062
Ifi204	-0.442566005
Ldlrad3	-0.179919823
Nhp2l1	0.183851364
Oxsm	0.389531362
Pdzd4	0.289171139
Pja2	0.149771696
Polr2e	0.172565404
Pop5	-0.203167099
Ppm1k	0.361072695
Pwwp2a	-0.188038906
RP24-364K9.2	0.525820732
Rad54l2	-0.175967585
Ramp3	-0.28571152
Ranbp17	-0.525571886
Rasgrp2	-0.525370512
Rbm15b	-0.159924917
Slc9a3r2	0.400014505
Spsb1	0.263461665
Stat1	0.198859401
Tk2	-0.314639281
Trafd1	-0.139494334
Trub1	0.303108203
Ube2j1	-0.201890897
Ublcp1	-0.219959815
Vtn	0.525764963
Xylt2	-0.263996222
Ykt6	-0.128858879
Zbtb5	0.312516143
Zfp58	-0.484133787
Zfp747	-0.216093961
Zfp92	0.392458232
Nek7	-0.168008517
Acvr1	-0.225852036
Klhl42	0.393817392
Wdr90	-0.199995406
Cep97	0.351981464
Clns1a	0.184313471
Gm996	0.489304352
Ifit3	-0.518620713
Nlgn2	-0.191324347
Scarb2	-0.182413328
Shank1	0.211642181
Slc15a1	0.23422578
Tmem191c	0.448567406
Desi1	0.144088652
Dnajc7	0.137416334
Eif2s3x	0.167574598
Eif4e	-0.183817037
Il1rl2	-0.238204914
Laptm4a	-0.120210891
Taf9b	0.310949859
Atp5d	0.138637799
Ep400	-0.151453307
Hif1a	-0.173021243
Prepl	-0.217064715
Slc9a7	0.521674505
5830432E09Rik	-0.503155579
Acot9	0.177529934
Amacr	0.325545431
Cdo1	0.509631602
Chml	-0.303730224
Fxn	0.292789124
Glyctk	0.462775795
Gm5900	0.398139608
Gstm4	-0.320920253
Itpr2	0.134864322
Kctd6	0.20399574
Ldhd	0.365088042
Lrg1	-0.499900904
Man1b1	0.169341446
Marveld1	0.146960039
Miip	0.314142732
Ndufb4	0.213686239
Phf19	0.510296566
Poc5	-0.279016938
Raly	-0.154976259
Rpl37	0.142435034
Sema3d	0.480549262
Skint11	0.489043115
Skiv2l2	-0.163735284
Slc28a3	-0.462581822
Slc35b1	-0.178888122
Smim14	-0.147225735
Tinagl1	-0.197720611
Tmem5	0.241693063
Ulk1	0.131123137
Ybx3	-0.131235477
Zfp784	0.504420393
5033417F24Rik	-0.478114833
Casc1	0.516945555
Gm13785	-0.517113565
Gm5860	-0.279169509
Gorasp2	-0.138506997
Psmc4	-0.134939559
Trmt10c	-0.177111893
U2af2	-0.128629997
Xpo1	0.163995854
Gm25117	-0.514503149
0610009D07Rik	0.186313804
Dhx8	-0.166411143
Gpn1	-0.191351082
Nars2	-0.277814993
Tmem104	-0.297723887
Vdac1	0.128076767
Acot8	-0.24722773
Ap3d1	-0.147027666
Cox17	0.442494619
Fastkd1	0.290921375
Nol9	-0.183059487
Ric8	0.159774749
Sema6a	0.22210486
Skint3	0.468713711
Wisp1	-0.49133261
Them5	-0.27402733
Rps27a	0.130082879
Tmprss4	0.508526675
Fkbp1a	0.159034323
Fxr1	-0.141454564
1100001G20Rik	-0.502823761
Apex1	0.158659497
Arl8b	0.146359012
Bzw1	-0.148611738
Cdc42se2	-0.171516141
Cyp2b19	0.374214662
Pstpip1	0.503549895
Sh3pxd2b	-0.134625948
Glg1	-0.124632832
Psmd8	-0.130148489
Txnrd2	0.293746211
ATF7	-0.135438814
Rpusd2	-0.354253345
Sh2d4a	-0.270057188
Rtel1	0.268624517
4930579G24Rik	0.255141142
Chid1	0.258580864
Sltm	0.145455891
Rbbp4	-0.130290984
Dapl1	0.465972541
Mospd3	0.262115003
Mrps24	0.270582455
Scyl2	-0.146924563
Ubxn8	0.286795891
2310009B15Rik	-0.390652871
Map2k6	0.345849871
Abca7	-0.203081796
Cfl1	-0.147235169
Pdia3	0.129030994
A630007B06Rik	-0.183389273
Car8	-0.321771089
Fam19a5	-0.504875367
Snx14	0.194477824
Syk	0.174326857
Tmem67	0.285318697
Ufl1	-0.198283126
Ercc1	-0.212939261
Tmem220	-0.423238969
Rad9a	0.24904555
Decr2	-0.260226132
Nae1	0.185695375
Siah1b	0.331169836
Akap12	-0.228741413
Anapc16	0.194714567
Bpnt1	0.217015751
Depdc7	-0.344490279
Fbln5	-0.349000859
Herc4	0.169621589
Slc17a9	0.452226536
Srebf1	0.149549624
Mpv17l	0.313410553
Polr2d	-0.206725035
Prmt10	0.274330087
Rufy3	-0.23498521
Ube3c	-0.145311769
Adck2	-0.256248841
Cnn2	0.144300166
Ecm2	0.371651477
Fam63a	0.182749021
Fbxo11	-0.16496345
Gm25291	0.508939649
Ndufaf1	0.32945642
Nsmce1	0.195722661
Pgp	-0.340461275
Ppm1a	-0.14774269
Rragc	-0.137771561
Srgap2	-0.171885201
Ttc30b	0.432320414
Vcan	-0.342793414
Ube2q2	-0.171560417
D17Wsu92e	-0.134656547
Dennd5b	-0.260626459
Hsd3b6	-0.504278224
Spata6	0.246234449
Metap1d	-0.239954053
Rnf24	0.181862263
2900056M20Rik	-0.504999806
4932438A13Rik	-0.183610313
B3galt4	-0.459567212
Gstt3	0.299445428
Lrrc73	0.493430401
Prex1	0.317733631
Traf3ip2	0.165439039
Zfp217	-0.187794277
Dnajc2	-0.174010325
Hbp1	-0.142637985
Pitrm1	-0.145655503
Proser1	0.200974607
Supt16	-0.143896237
Gm10571	0.50518747
Atg4c	0.34569742
Dedd	-0.154994831
Epb4.1l1	0.244961767
Irx2	0.123023346
Kdm6a	-0.188934061
Klf7	0.235524598
Mrpl16	0.262950564
Pms2	-0.312484689
Pnldc1	0.49351967
Sass6	0.405792587
Rps6kb1	-0.148109481
BC055324	0.386183243
Ergic3	0.155456462
2310002J15Rik	-0.188073146
2810410L24Rik	0.44821351
Dscc1	0.481079884
Eva1b	-0.287430355
Fgfbp1	-0.183314384
Foxj2	-0.144976241
Mknk2	-0.145942196
Pank2	0.17576843
Utp11l	-0.165624062
Amigo3	0.465827505
Zfp277	0.172482651
0610010F05Rik	0.280630126
4931406C07Rik	-0.212854567
Grcc10	0.319788098
H1f0	0.17132257
Ndufa9	0.153856631
Pik3c2b	0.359395601
Rap2b	0.162944594
Rnmtl1	0.300471881
Tnc	0.331976218
Ankrd24	-0.240393335
Sf3a3	-0.180694807
Ube2o	-0.16557222
Pole4	0.157544326
Hecw2	0.493629081
Ric8b	-0.187379044
B230206H07Rik	0.49208415
Cnp	0.366169037
Napb	0.336569249
Slc35a3	0.172983216
